## header:
##   title: Th232(n,x) nuclear model parameters
##   source: TALYS-2.2
##   user: Arjan Koning
##   date: 2025-12-18
##   format: YANDF-0.4
## target:
##   Z: 90
##   A: 232
##   nuclide: Th232 
## residual:
##   Z: 90
##   A: 233
##   nuclide: Th233 
## parameters: 
##   level density
a                90 233  16.70415
aadjust          90 233   1.00000
gammald          90 233   0.07697
pair             90 233   0.78615
deltaW           87 226   2.50000   1
Ntop             87 226   1   1
Nlow             87 226   0   1
s2adjust         87 226   1.00000   1
ctable           87 226   0.00000   1
ptable           87 226   0.00000   1
ctableadjust     87 226   0.00000   1
ptableadjust     87 226   0.00000   1
Ufermi           87 226  45.00000   1
cfermi           87 226   5.00000   1
Krotconstant     87 226   1.00000   1
g                87 226  15.06667
gp               87 226   5.80000
gn               87 226   9.26667
gnadjust         87 226   1.00000
gpadjust         87 226   1.00000
gadjust          87 226   1.00000
Risomer          87 226   1.00000
## parameters: 
##   photon strength function
gamgam           87 226   0.00000
gamgamadjust     87 226   1.00000
etable           87 226   0.00000 E1
ftable           87 226   1.00000 E1
wtable           87 226   1.02100 E1
etableadjust     87 226   0.00000 E1
ftableadjust     87 226   1.00000 E1
wtableadjust     87 226   1.00000 E1
upbendc          87 226 3.50000E-08 M1
upbende          87 226 8.00000E-01 M1
upbendf          87 226 6.00000E+00 M1
upbendcadjust    87 226 1.00000E+00 M1
upbendeadjust    87 226 1.00000E+00 M1
upbendfadjust    87 226 1.00000E+00 M1
sgr              87 226   2.747 M1
egr              87 226   7.293 M1
ggr              87 226   4.000 M1
sgradjust        87 226   1.000 M1
egradjust        87 226   1.000 M1
ggradjust        87 226   1.000 M1
etable           87 226   0.00000 E2
ftable           87 226   1.00000 E2
wtable           87 226   1.00000 E2
etableadjust     87 226   0.00000 E2
ftableadjust     87 226   1.00000 E2
wtableadjust     87 226   1.00000 E2
upbendc          87 226 0.00000E+00 M2
upbende          87 226 0.00000E+00 M2
upbendf          87 226 0.00000E+00 M2
upbendcadjust    87 226 1.00000E+00 M2
upbendeadjust    87 226 1.00000E+00 M2
upbendfadjust    87 226 1.00000E+00 M2
sgr              87 226   0.002 M2
egr              87 226   7.293 M2
ggr              87 226   4.000 M2
sgradjust        87 226   1.000 M2
egradjust        87 226   1.000 M2
ggradjust        87 226   1.000 M2
##
## parameters: 
##   fission
##
fisbar           87 226  11.54267  1
fishw            87 226   0.24000  1
fisbaradjust     87 226   1.00000  1
fishwadjust      87 226   1.00000  1
Rtransmom        87 226   0.60000  1
Rclass2mom       87 226   1.00000  1
## residual:
##   Z: 86
##   A: 226
##   nuclide: Rn226 
## parameters: 
##   level density
a                86 226  17.00387
aadjust          86 226   1.00000
gammald          86 226   0.07776
pair             86 226   1.59646
Pshift           86 226   0.00000   0
Pshiftadjust     86 226   0.00000   0
deltaW           86 226   4.35178   0
Ntop             86 226  30   0
Nlow             86 226   2   0
s2adjust         86 226   1.00000   0
ctable           86 226   0.00000   0
ptable           86 226   0.00000   0
ctableadjust     86 226   0.00000   0
ptableadjust     86 226   0.00000   0
Ufermi           86 226  30.00000   0
cfermi           86 226   5.00000   0
Krotconstant     86 226   1.00000   0
Pshift           86 226   0.00000   1
Pshiftadjust     86 226   0.00000   1
deltaW           86 226   2.50000   1
Ntop             86 226   1   1
Nlow             86 226   0   1
s2adjust         86 226   1.00000   1
ctable           86 226   0.00000   1
ptable           86 226   0.00000   1
ctableadjust     86 226   0.00000   1
ptableadjust     86 226   0.00000   1
Ufermi           86 226  45.00000   1
cfermi           86 226   5.00000   1
Krotconstant     86 226   1.00000   1
g                86 226  15.06667
gp               86 226   5.73333
gn               86 226   9.33333
gnadjust         86 226   1.00000
gpadjust         86 226   1.00000
gadjust          86 226   1.00000
Risomer          86 226   1.00000
## parameters: 
##   photon strength function
gamgam           86 226   0.00000
gamgamadjust     86 226   1.00000
etable           86 226   0.00000 E1
ftable           86 226   1.00000 E1
wtable           86 226   1.02100 E1
etableadjust     86 226   0.00000 E1
ftableadjust     86 226   1.00000 E1
wtableadjust     86 226   1.00000 E1
upbendc          86 226 3.50000E-08 M1
upbende          86 226 8.00000E-01 M1
upbendf          86 226 6.00000E+00 M1
upbendcadjust    86 226 1.00000E+00 M1
upbendeadjust    86 226 1.00000E+00 M1
upbendfadjust    86 226 1.00000E+00 M1
sgr              86 226   2.747 M1
egr              86 226   7.293 M1
ggr              86 226   4.000 M1
sgradjust        86 226   1.000 M1
egradjust        86 226   1.000 M1
ggradjust        86 226   1.000 M1
etable           86 226   0.00000 E2
ftable           86 226   1.00000 E2
wtable           86 226   1.00000 E2
etableadjust     86 226   0.00000 E2
ftableadjust     86 226   1.00000 E2
wtableadjust     86 226   1.00000 E2
upbendc          86 226 0.00000E+00 M2
upbende          86 226 0.00000E+00 M2
upbendf          86 226 0.00000E+00 M2
upbendcadjust    86 226 1.00000E+00 M2
upbendeadjust    86 226 1.00000E+00 M2
upbendfadjust    86 226 1.00000E+00 M2
sgr              86 226   0.002 M2
egr              86 226   7.293 M2
ggr              86 226   4.000 M2
sgradjust        86 226   1.000 M2
egradjust        86 226   1.000 M2
ggradjust        86 226   1.000 M2
##
## parameters: 
##   fission
##
fisbar           86 226  12.98416  1
fishw            86 226   0.24000  1
fisbaradjust     86 226   1.00000  1
fishwadjust      86 226   1.00000  1
Rtransmom        86 226   0.60000  1
Rclass2mom       86 226   1.00000  1
## residual:
##   Z: 86
##   A: 225
##   nuclide: Rn225 
## parameters: 
##   level density
a                86 225  17.03821
aadjust          86 225   1.00000
gammald          86 225   0.07787
pair             86 225   0.80000
Pshift           86 225   0.00000   0
Pshiftadjust     86 225   0.00000   0
deltaW           86 225   4.27887   0
Ntop             86 225  30   0
Nlow             86 225   2   0
s2adjust         86 225   1.00000   0
ctable           86 225   0.00000   0
ptable           86 225   0.00000   0
ctableadjust     86 225   0.00000   0
ptableadjust     86 225   0.00000   0
Ufermi           86 225  30.00000   0
cfermi           86 225   5.00000   0
Krotconstant     86 225   1.00000   0
Pshift           86 225   0.00000   1
Pshiftadjust     86 225   0.00000   1
deltaW           86 225   2.50000   1
Ntop             86 225   1   1
Nlow             86 225   0   1
s2adjust         86 225   1.00000   1
ctable           86 225   0.00000   1
ptable           86 225   0.00000   1
ctableadjust     86 225   0.00000   1
ptableadjust     86 225   0.00000   1
Ufermi           86 225  45.00000   1
cfermi           86 225   5.00000   1
Krotconstant     86 225   1.00000   1
g                86 225  15.00000
gp               86 225   5.73333
gn               86 225   9.26667
gnadjust         86 225   1.00000
gpadjust         86 225   1.00000
gadjust          86 225   1.00000
Risomer          86 225   1.00000
## parameters: 
##   photon strength function
gamgam           86 225   0.00000
gamgamadjust     86 225   1.00000
etable           86 225   0.00000 E1
ftable           86 225   1.00000 E1
wtable           86 225   1.02100 E1
etableadjust     86 225   0.00000 E1
ftableadjust     86 225   1.00000 E1
wtableadjust     86 225   1.00000 E1
upbendc          86 225 3.50000E-08 M1
upbende          86 225 8.00000E-01 M1
upbendf          86 225 6.00000E+00 M1
upbendcadjust    86 225 1.00000E+00 M1
upbendeadjust    86 225 1.00000E+00 M1
upbendfadjust    86 225 1.00000E+00 M1
sgr              86 225   2.737 M1
egr              86 225   7.299 M1
ggr              86 225   4.000 M1
sgradjust        86 225   1.000 M1
egradjust        86 225   1.000 M1
ggradjust        86 225   1.000 M1
etable           86 225   0.00000 E2
ftable           86 225   1.00000 E2
wtable           86 225   1.00000 E2
etableadjust     86 225   0.00000 E2
ftableadjust     86 225   1.00000 E2
wtableadjust     86 225   1.00000 E2
upbendc          86 225 0.00000E+00 M2
upbende          86 225 0.00000E+00 M2
upbendf          86 225 0.00000E+00 M2
upbendcadjust    86 225 1.00000E+00 M2
upbendeadjust    86 225 1.00000E+00 M2
upbendfadjust    86 225 1.00000E+00 M2
sgr              86 225   0.002 M2
egr              86 225   7.299 M2
ggr              86 225   4.000 M2
sgradjust        86 225   1.000 M2
egradjust        86 225   1.000 M2
ggradjust        86 225   1.000 M2
##
## parameters: 
##   fission
##
fisbar           86 225  13.15426  1
fishw            86 225   0.24000  1
fisbaradjust     86 225   1.00000  1
fishwadjust      86 225   1.00000  1
Rtransmom        86 225   0.60000  1
Rclass2mom       86 225   1.00000  1
## residual:
##   Z: 90
##   A: 229
##   nuclide: Th229 
## parameters: 
##   level density
a                90 229  16.18119
aadjust          90 229   1.00000
gammald          90 229   0.07741
pair             90 229   0.79298
Pshift           90 229   0.00000   0
Pshiftadjust     90 229   0.00000   0
deltaW           90 229   3.25535   0
Ntop             90 229  22   0
Nlow             90 229   7   0
s2adjust         90 229   1.00000   0
ctable           90 229   0.46739   0
ptable           90 229  -0.35861   0
ctableadjust     90 229   0.00000   0
ptableadjust     90 229   0.00000   0
Ufermi           90 229  30.00000   0
cfermi           90 229   5.00000   0
Krotconstant     90 229   1.00000   0
Pshift           90 229   0.00000   1
Pshiftadjust     90 229   0.00000   1
deltaW           90 229   2.50000   1
Ntop             90 229   1   1
Nlow             90 229   0   1
s2adjust         90 229   1.00000   1
ctable           90 229   0.00000   1
ptable           90 229   0.00000   1
ctableadjust     90 229   0.00000   1
ptableadjust     90 229   0.00000   1
Ufermi           90 229  45.00000   1
cfermi           90 229   5.00000   1
Krotconstant     90 229   1.00000   1
Pshift           90 229   0.00000   2
Pshiftadjust     90 229   0.00000   2
deltaW           90 229   0.60000   2
Ntop             90 229   1   2
Nlow             90 229   0   2
s2adjust         90 229   1.00000   2
ctable           90 229   0.00000   2
ptable           90 229   0.00000   2
ctableadjust     90 229   0.00000   2
ptableadjust     90 229   0.00000   2
Ufermi           90 229  45.00000   2
cfermi           90 229   5.00000   2
Krotconstant     90 229   1.00000   2
Pshift           90 229   0.00000   3
Pshiftadjust     90 229   0.00000   3
deltaW           90 229   0.60000   3
Ntop             90 229   1   3
Nlow             90 229   0   3
s2adjust         90 229   1.00000   3
ctable           90 229   0.00000   3
ptable           90 229   0.00000   3
ctableadjust     90 229   0.00000   3
ptableadjust     90 229   0.00000   3
Ufermi           90 229  45.00000   3
cfermi           90 229   5.00000   3
Krotconstant     90 229   1.00000   3
D0               90 229 5.00000E+00
g                90 229  15.26667
gp               90 229   6.00000
gn               90 229   9.26667
gnadjust         90 229   1.00000
gpadjust         90 229   1.00000
gadjust          90 229   1.00000
Risomer          90 229   1.00000
## parameters: 
##   photon strength function
gamgam           90 229   0.00004
gamgamadjust     90 229   1.00000
etable           90 229   0.00000 E1
ftable           90 229   1.00000 E1
wtable           90 229   1.02100 E1
etableadjust     90 229   0.00000 E1
ftableadjust     90 229   1.00000 E1
wtableadjust     90 229   1.00000 E1
upbendc          90 229 3.50000E-08 M1
upbende          90 229 8.00000E-01 M1
upbendf          90 229 6.00000E+00 M1
upbendcadjust    90 229 1.00000E+00 M1
upbendeadjust    90 229 1.00000E+00 M1
upbendfadjust    90 229 1.00000E+00 M1
sgr              90 229   2.777 M1
egr              90 229   7.277 M1
ggr              90 229   4.000 M1
sgradjust        90 229   1.000 M1
egradjust        90 229   1.000 M1
ggradjust        90 229   1.000 M1
etable           90 229   0.00000 E2
ftable           90 229   1.00000 E2
wtable           90 229   1.00000 E2
etableadjust     90 229   0.00000 E2
ftableadjust     90 229   1.00000 E2
wtableadjust     90 229   1.00000 E2
upbendc          90 229 0.00000E+00 M2
upbende          90 229 0.00000E+00 M2
upbendf          90 229 0.00000E+00 M2
upbendcadjust    90 229 1.00000E+00 M2
upbendeadjust    90 229 1.00000E+00 M2
upbendfadjust    90 229 1.00000E+00 M2
sgr              90 229   0.002 M2
egr              90 229   7.277 M2
ggr              90 229   4.000 M2
sgradjust        90 229   1.000 M2
egradjust        90 229   1.000 M2
ggradjust        90 229   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       90 229   1.00000
vfiscor          90 229   0.91500
rmiufiscor       90 229   1.00000
betafiscoradjust   90 229   1.00000
vfiscoradjust    90 229   1.00000
rmiufiscoradjust   90 229   1.00000
bdamp            90 229   0.01000  1
bdampadjust      90 229   1.00000  1
class2width      90 229   0.20000  1
Rtransmom        90 229   0.60000  1
Rclass2mom       90 229   1.00000  1
bdamp            90 229   0.01000  2
bdampadjust      90 229   1.00000  2
class2width      90 229   0.20000  2
Rtransmom        90 229   1.00000  2
Rclass2mom       90 229   1.00000  2
bdamp            90 229   0.01000  3
bdampadjust      90 229   1.00000  3
Rtransmom        90 229   1.00000  3
Rclass2mom       90 229   1.00000  3
## residual:
##   Z: 89
##   A: 227
##   nuclide: Ac227 
## parameters: 
##   level density
a                89 227  16.01710
aadjust          89 227   1.00000
gammald          89 227   0.07764
pair             89 227   0.79647
Pshift           89 227   0.00000   0
Pshiftadjust     89 227   0.00000   0
deltaW           89 227   3.33668   0
Ntop             89 227  22   0
Nlow             89 227   6   0
s2adjust         89 227   1.00000   0
ctable           89 227  -0.09186   0
ptable           89 227  -0.16476   0
ctableadjust     89 227   0.00000   0
ptableadjust     89 227   0.00000   0
Ufermi           89 227  30.00000   0
cfermi           89 227   5.00000   0
Krotconstant     89 227   1.00000   0
Pshift           89 227   0.00000   1
Pshiftadjust     89 227   0.00000   1
deltaW           89 227   2.50000   1
Ntop             89 227   1   1
Nlow             89 227   0   1
s2adjust         89 227   1.00000   1
ctable           89 227   0.00000   1
ptable           89 227   0.00000   1
ctableadjust     89 227   0.00000   1
ptableadjust     89 227   0.00000   1
Ufermi           89 227  45.00000   1
cfermi           89 227   5.00000   1
Krotconstant     89 227   1.00000   1
g                89 227  15.13333
gp               89 227   5.93333
gn               89 227   9.20000
gnadjust         89 227   1.00000
gpadjust         89 227   1.00000
gadjust          89 227   1.00000
Risomer          89 227   1.00000
## parameters: 
##   photon strength function
gamgam           89 227   0.00000
gamgamadjust     89 227   1.00000
etable           89 227   0.00000 E1
ftable           89 227   1.00000 E1
wtable           89 227   1.02100 E1
etableadjust     89 227   0.00000 E1
ftableadjust     89 227   1.00000 E1
wtableadjust     89 227   1.00000 E1
upbendc          89 227 3.50000E-08 M1
upbende          89 227 8.00000E-01 M1
upbendf          89 227 6.00000E+00 M1
upbendcadjust    89 227 1.00000E+00 M1
upbendeadjust    89 227 1.00000E+00 M1
upbendfadjust    89 227 1.00000E+00 M1
sgr              89 227   2.757 M1
egr              89 227   7.288 M1
ggr              89 227   4.000 M1
sgradjust        89 227   1.000 M1
egradjust        89 227   1.000 M1
ggradjust        89 227   1.000 M1
etable           89 227   0.00000 E2
ftable           89 227   1.00000 E2
wtable           89 227   1.00000 E2
etableadjust     89 227   0.00000 E2
ftableadjust     89 227   1.00000 E2
wtableadjust     89 227   1.00000 E2
upbendc          89 227 0.00000E+00 M2
upbende          89 227 0.00000E+00 M2
upbendf          89 227 0.00000E+00 M2
upbendcadjust    89 227 1.00000E+00 M2
upbendeadjust    89 227 1.00000E+00 M2
upbendfadjust    89 227 1.00000E+00 M2
sgr              89 227   0.002 M2
egr              89 227   7.288 M2
ggr              89 227   4.000 M2
sgradjust        89 227   1.000 M2
egradjust        89 227   1.000 M2
ggradjust        89 227   1.000 M2
##
## parameters: 
##   fission
##
fisbar           89 227   9.23931  1
fishw            89 227   0.24000  1
fisbaradjust     89 227   1.00000  1
fishwadjust      89 227   1.00000  1
Rtransmom        89 227   0.60000  1
Rclass2mom       89 227   1.00000  1
## residual:
##   Z: 88
##   A: 226
##   nuclide: Ra226 
## parameters: 
##   level density
a                88 226  16.07416
aadjust          88 226   1.00000
gammald          88 226   0.07776
pair             88 226   1.59646
Pshift           88 226   0.00000   0
Pshiftadjust     88 226   0.00000   0
deltaW           88 226   3.35316   0
Ntop             88 226  33   0
Nlow             88 226   7   0
s2adjust         88 226   1.00000   0
ctable           88 226   0.46611   0
ptable           88 226   0.70486   0
ctableadjust     88 226   0.00000   0
ptableadjust     88 226   0.00000   0
Ufermi           88 226  30.00000   0
cfermi           88 226   5.00000   0
Krotconstant     88 226   1.00000   0
Pshift           88 226   0.00000   1
Pshiftadjust     88 226   0.00000   1
deltaW           88 226   2.50000   1
Ntop             88 226   1   1
Nlow             88 226   0   1
s2adjust         88 226   1.00000   1
ctable           88 226   0.00000   1
ptable           88 226   0.00000   1
ctableadjust     88 226   0.00000   1
ptableadjust     88 226   0.00000   1
Ufermi           88 226  45.00000   1
cfermi           88 226   5.00000   1
Krotconstant     88 226   1.00000   1
g                88 226  15.06667
gp               88 226   5.86667
gn               88 226   9.20000
gnadjust         88 226   1.00000
gpadjust         88 226   1.00000
gadjust          88 226   1.00000
Risomer          88 226   1.00000
## parameters: 
##   photon strength function
gamgam           88 226   0.00000
gamgamadjust     88 226   1.00000
etable           88 226   0.00000 E1
ftable           88 226   1.00000 E1
wtable           88 226   1.02100 E1
etableadjust     88 226   0.00000 E1
ftableadjust     88 226   1.00000 E1
wtableadjust     88 226   1.00000 E1
upbendc          88 226 3.50000E-08 M1
upbende          88 226 8.00000E-01 M1
upbendf          88 226 6.00000E+00 M1
upbendcadjust    88 226 1.00000E+00 M1
upbendeadjust    88 226 1.00000E+00 M1
upbendfadjust    88 226 1.00000E+00 M1
sgr              88 226   2.747 M1
egr              88 226   7.293 M1
ggr              88 226   4.000 M1
sgradjust        88 226   1.000 M1
egradjust        88 226   1.000 M1
ggradjust        88 226   1.000 M1
etable           88 226   0.00000 E2
ftable           88 226   1.00000 E2
wtable           88 226   1.00000 E2
etableadjust     88 226   0.00000 E2
ftableadjust     88 226   1.00000 E2
wtableadjust     88 226   1.00000 E2
upbendc          88 226 0.00000E+00 M2
upbende          88 226 0.00000E+00 M2
upbendf          88 226 0.00000E+00 M2
upbendcadjust    88 226 1.00000E+00 M2
upbendeadjust    88 226 1.00000E+00 M2
upbendfadjust    88 226 1.00000E+00 M2
sgr              88 226   0.002 M2
egr              88 226   7.293 M2
ggr              88 226   4.000 M2
sgradjust        88 226   1.000 M2
egradjust        88 226   1.000 M2
ggradjust        88 226   1.000 M2
##
## parameters: 
##   fission
##
fisbar           88 226  10.54898  1
fishw            88 226   0.24000  1
fisbaradjust     88 226   1.00000  1
fishwadjust      88 226   1.00000  1
Rtransmom        88 226   0.60000  1
Rclass2mom       88 226   1.00000  1
## residual:
##   Z: 87
##   A: 225
##   nuclide: Fr225 
## parameters: 
##   level density
a                87 225  16.33689
aadjust          87 225   1.00000
gammald          87 225   0.07787
pair             87 225   0.80000
Pshift           87 225   0.00000   0
Pshiftadjust     87 225   0.00000   0
deltaW           87 225   3.77627   0
Ntop             87 225  22   0
Nlow             87 225   6   0
s2adjust         87 225   1.00000   0
ctable           87 225  -0.13353   0
ptable           87 225  -0.22440   0
ctableadjust     87 225   0.00000   0
ptableadjust     87 225   0.00000   0
Ufermi           87 225  30.00000   0
cfermi           87 225   5.00000   0
Krotconstant     87 225   1.00000   0
Pshift           87 225   0.00000   1
Pshiftadjust     87 225   0.00000   1
deltaW           87 225   2.50000   1
Ntop             87 225   1   1
Nlow             87 225   0   1
s2adjust         87 225   1.00000   1
ctable           87 225   0.00000   1
ptable           87 225   0.00000   1
ctableadjust     87 225   0.00000   1
ptableadjust     87 225   0.00000   1
Ufermi           87 225  45.00000   1
cfermi           87 225   5.00000   1
Krotconstant     87 225   1.00000   1
g                87 225  15.00000
gp               87 225   5.80000
gn               87 225   9.20000
gnadjust         87 225   1.00000
gpadjust         87 225   1.00000
gadjust          87 225   1.00000
Risomer          87 225   1.00000
## parameters: 
##   photon strength function
gamgam           87 225   0.00000
gamgamadjust     87 225   1.00000
etable           87 225   0.00000 E1
ftable           87 225   1.00000 E1
wtable           87 225   1.02100 E1
etableadjust     87 225   0.00000 E1
ftableadjust     87 225   1.00000 E1
wtableadjust     87 225   1.00000 E1
upbendc          87 225 3.50000E-08 M1
upbende          87 225 8.00000E-01 M1
upbendf          87 225 6.00000E+00 M1
upbendcadjust    87 225 1.00000E+00 M1
upbendeadjust    87 225 1.00000E+00 M1
upbendfadjust    87 225 1.00000E+00 M1
sgr              87 225   2.737 M1
egr              87 225   7.299 M1
ggr              87 225   4.000 M1
sgradjust        87 225   1.000 M1
egradjust        87 225   1.000 M1
ggradjust        87 225   1.000 M1
etable           87 225   0.00000 E2
ftable           87 225   1.00000 E2
wtable           87 225   1.00000 E2
etableadjust     87 225   0.00000 E2
ftableadjust     87 225   1.00000 E2
wtableadjust     87 225   1.00000 E2
upbendc          87 225 0.00000E+00 M2
upbende          87 225 0.00000E+00 M2
upbendf          87 225 0.00000E+00 M2
upbendcadjust    87 225 1.00000E+00 M2
upbendeadjust    87 225 1.00000E+00 M2
upbendfadjust    87 225 1.00000E+00 M2
sgr              87 225   0.002 M2
egr              87 225   7.299 M2
ggr              87 225   4.000 M2
sgradjust        87 225   1.000 M2
egradjust        87 225   1.000 M2
ggradjust        87 225   1.000 M2
##
## parameters: 
##   fission
##
fisbar           87 225  11.44742  1
fishw            87 225   0.24000  1
fisbaradjust     87 225   1.00000  1
fishwadjust      87 225   1.00000  1
Rtransmom        87 225   0.60000  1
Rclass2mom       87 225   1.00000  1
## residual:
##   Z: 86
##   A: 224
##   nuclide: Rn224 
## parameters: 
##   level density
a                86 224  16.28364
aadjust          86 224   1.00000
gammald          86 224   0.07799
pair             86 224   1.60357
Pshift           86 224   0.00000   0
Pshiftadjust     86 224   0.00000   0
deltaW           86 224   3.66909   0
Ntop             86 224  30   0
Nlow             86 224   2   0
s2adjust         86 224   1.00000   0
ctable           86 224   0.00000   0
ptable           86 224   0.00000   0
ctableadjust     86 224   0.00000   0
ptableadjust     86 224   0.00000   0
Ufermi           86 224  30.00000   0
cfermi           86 224   5.00000   0
Krotconstant     86 224   1.00000   0
Pshift           86 224   0.00000   1
Pshiftadjust     86 224   0.00000   1
deltaW           86 224   2.50000   1
Ntop             86 224   1   1
Nlow             86 224   0   1
s2adjust         86 224   1.00000   1
ctable           86 224   0.00000   1
ptable           86 224   0.00000   1
ctableadjust     86 224   0.00000   1
ptableadjust     86 224   0.00000   1
Ufermi           86 224  45.00000   1
cfermi           86 224   5.00000   1
Krotconstant     86 224   1.00000   1
g                86 224  14.93333
gp               86 224   5.73333
gn               86 224   9.20000
gnadjust         86 224   1.00000
gpadjust         86 224   1.00000
gadjust          86 224   1.00000
Risomer          86 224   1.00000
## parameters: 
##   photon strength function
gamgam           86 224   0.00000
gamgamadjust     86 224   1.00000
etable           86 224   0.00000 E1
ftable           86 224   1.00000 E1
wtable           86 224   1.02100 E1
etableadjust     86 224   0.00000 E1
ftableadjust     86 224   1.00000 E1
wtableadjust     86 224   1.00000 E1
upbendc          86 224 3.50000E-08 M1
upbende          86 224 8.00000E-01 M1
upbendf          86 224 6.00000E+00 M1
upbendcadjust    86 224 1.00000E+00 M1
upbendeadjust    86 224 1.00000E+00 M1
upbendfadjust    86 224 1.00000E+00 M1
sgr              86 224   2.727 M1
egr              86 224   7.304 M1
ggr              86 224   4.000 M1
sgradjust        86 224   1.000 M1
egradjust        86 224   1.000 M1
ggradjust        86 224   1.000 M1
etable           86 224   0.00000 E2
ftable           86 224   1.00000 E2
wtable           86 224   1.00000 E2
etableadjust     86 224   0.00000 E2
ftableadjust     86 224   1.00000 E2
wtableadjust     86 224   1.00000 E2
upbendc          86 224 0.00000E+00 M2
upbende          86 224 0.00000E+00 M2
upbendf          86 224 0.00000E+00 M2
upbendcadjust    86 224 1.00000E+00 M2
upbendeadjust    86 224 1.00000E+00 M2
upbendfadjust    86 224 1.00000E+00 M2
sgr              86 224   0.002 M2
egr              86 224   7.304 M2
ggr              86 224   4.000 M2
sgradjust        86 224   1.000 M2
egradjust        86 224   1.000 M2
ggradjust        86 224   1.000 M2
##
## parameters: 
##   fission
##
fisbar           86 224  12.92150  1
fishw            86 224   0.24000  1
fisbaradjust     86 224   1.00000  1
fishwadjust      86 224   1.00000  1
Rtransmom        86 224   0.60000  1
Rclass2mom       86 224   1.00000  1
## residual:
##   Z: 90
##   A: 228
##   nuclide: Th228 
## parameters: 
##   level density
a                90 228  15.85747
aadjust          90 228   1.00000
gammald          90 228   0.07753
pair             90 228   1.58944
Pshift           90 228   0.00000   0
Pshiftadjust     90 228   0.00000   0
deltaW           90 228   3.05800   0
Ntop             90 228  38   0
Nlow             90 228   5   0
s2adjust         90 228   1.00000   0
ctable           90 228   0.30944   0
ptable           90 228   0.52266   0
ctableadjust     90 228   0.00000   0
ptableadjust     90 228   0.00000   0
Ufermi           90 228  30.00000   0
cfermi           90 228   5.00000   0
Krotconstant     90 228   1.00000   0
Pshift           90 228   0.00000   1
Pshiftadjust     90 228   0.00000   1
deltaW           90 228   2.50000   1
Ntop             90 228   1   1
Nlow             90 228   0   1
s2adjust         90 228   1.00000   1
ctable           90 228   0.00000   1
ptable           90 228   0.00000   1
ctableadjust     90 228   0.00000   1
ptableadjust     90 228   0.00000   1
Ufermi           90 228  45.00000   1
cfermi           90 228   5.00000   1
Krotconstant     90 228   1.00000   1
Pshift           90 228   0.00000   2
Pshiftadjust     90 228   0.00000   2
deltaW           90 228   0.60000   2
Ntop             90 228   1   2
Nlow             90 228   0   2
s2adjust         90 228   1.00000   2
ctable           90 228   0.00000   2
ptable           90 228   0.00000   2
ctableadjust     90 228   0.00000   2
ptableadjust     90 228   0.00000   2
Ufermi           90 228  45.00000   2
cfermi           90 228   5.00000   2
Krotconstant     90 228   1.00000   2
Pshift           90 228   0.00000   3
Pshiftadjust     90 228   0.00000   3
deltaW           90 228   0.60000   3
Ntop             90 228   1   3
Nlow             90 228   0   3
s2adjust         90 228   1.00000   3
ctable           90 228   0.00000   3
ptable           90 228   0.00000   3
ctableadjust     90 228   0.00000   3
ptableadjust     90 228   0.00000   3
Ufermi           90 228  45.00000   3
cfermi           90 228   5.00000   3
Krotconstant     90 228   1.00000   3
g                90 228  15.20000
gp               90 228   6.00000
gn               90 228   9.20000
gnadjust         90 228   1.00000
gpadjust         90 228   1.00000
gadjust          90 228   1.00000
Risomer          90 228   1.00000
## parameters: 
##   photon strength function
gamgam           90 228   0.00000
gamgamadjust     90 228   1.00000
etable           90 228   0.00000 E1
ftable           90 228   1.00000 E1
wtable           90 228   1.02100 E1
etableadjust     90 228   0.00000 E1
ftableadjust     90 228   1.00000 E1
wtableadjust     90 228   1.00000 E1
upbendc          90 228 3.50000E-08 M1
upbende          90 228 8.00000E-01 M1
upbendf          90 228 6.00000E+00 M1
upbendcadjust    90 228 1.00000E+00 M1
upbendeadjust    90 228 1.00000E+00 M1
upbendfadjust    90 228 1.00000E+00 M1
sgr              90 228   2.767 M1
egr              90 228   7.283 M1
ggr              90 228   4.000 M1
sgradjust        90 228   1.000 M1
egradjust        90 228   1.000 M1
ggradjust        90 228   1.000 M1
etable           90 228   0.00000 E2
ftable           90 228   1.00000 E2
wtable           90 228   1.00000 E2
etableadjust     90 228   0.00000 E2
ftableadjust     90 228   1.00000 E2
wtableadjust     90 228   1.00000 E2
upbendc          90 228 0.00000E+00 M2
upbende          90 228 0.00000E+00 M2
upbendf          90 228 0.00000E+00 M2
upbendcadjust    90 228 1.00000E+00 M2
upbendeadjust    90 228 1.00000E+00 M2
upbendfadjust    90 228 1.00000E+00 M2
sgr              90 228   0.002 M2
egr              90 228   7.283 M2
ggr              90 228   4.000 M2
sgradjust        90 228   1.000 M2
egradjust        90 228   1.000 M2
ggradjust        90 228   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       90 228   1.00000
vfiscor          90 228   0.89000
rmiufiscor       90 228   1.00000
betafiscoradjust   90 228   1.00000
vfiscoradjust    90 228   1.00000
rmiufiscoradjust   90 228   1.00000
bdamp            90 228   0.01000  1
bdampadjust      90 228   1.00000  1
class2width      90 228   0.20000  1
Rtransmom        90 228   0.60000  1
Rclass2mom       90 228   1.00000  1
bdamp            90 228   0.01000  2
bdampadjust      90 228   1.00000  2
class2width      90 228   0.20000  2
Rtransmom        90 228   1.00000  2
Rclass2mom       90 228   1.00000  2
